Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
Truckroid	BP02	Truckroid1	Machine/Effect	Earth	4	1000	2000			When this card destroys an opponent's monster by battle and sends it to the Graveyard: Equip the destroyed monster to this card. This card gains ATK equal to the combined ATK of the monsters equipped to it by this effect.
Twin-Headed Behemoth	BP01	TwinHeadedBehemoth2	Dragon/Effect	Wind	3	1500	1200			During the End Phase, if this card was destroyed on the field and sent to the Graveyard this turn: Special Summon it from the Graveyard, and make its ATK and DEF 1000. Each player can only use the effect of "Twin-Headed Behemoth" once per Duel.
Twin-Headed Behemoth	BP02	TwinHeadedBehemoth2	Dragon/Effect	Wind	3	1500	1200			During the End Phase, if this card was destroyed on the field and sent to the Graveyard this turn: Special Summon it from the Graveyard, and make its ATK and DEF 1000. Each player can only use the effect of "Twin-Headed Behemoth" once per Duel.
Ultimate Tyranno	BP02	UltimateTyranno1	Dinosaur/Effect	Earth	8	3000	2200			If this card is in face-up Attack Position at the beginning of your Battle Phase, it must attack first, and attack all monsters your opponent controls once each.
Union Attack	BP02	UnionAttack2	Normal Spell							Target 1 face-up monster you control; add up the total ATK of all other face-up Attack Position monsters you currently control, then during the Battle Phase of this turn only, the monster gains that much ATK, but cannot inflict battle damage to your opponent, also other face-up Attack Position monsters cannot attack.
Vylon Prism	BP02	VylonPrism1	Thunder/Tuner	Light	4	1500	1500			If this card is sent from the Monster Card Zone to the Graveyard: You can pay 500 Life Points to target 1 face-up monster you control; equip this card to that target. If the equipped monster attacks or is attacked: It gains 1000 ATK during the Damage Step only.
Vylon Soldier	BP02	VylonSoldier2	Fairy/Effect	Light	4	1700	1000			When this card declares an attack: You can target monsters your opponent controls, up to the number of Equip Cards equipped to this card; change those targets' battle positions.
Vylon Stella	BP02	VylonStella1	Fairy/Tuner	Light	3	1400	200			If this card is sent from the Monster Card Zone to the Graveyard: You can pay 500 Life Points to target 1 face-up monster you control; equip this card to that target. At the end of the Damage Step, if the equipped monster battled an opponent's monster: Destroy that opponent's monster.
Vylon Tetra	BP02	VylonTetra1	Machine/Tuner	Light	2	900	900			If this card is sent from the Monster Card Zone to the Graveyard: You can pay 500 Life Points, then target 1 face-up monster you control; equip this card to that target. If the equipped monster would be destroyed, you can destroy this Equip Card instead.
Waboku	BP02	Waboku1	Normal Trap							You take no battle damage from your opponent's monsters this turn. Your monsters cannot be destroyed by battle this turn.
Winged Rhynos	BP02	WingedRhynos1	Beast-Warrior/Effect	Wind	4	1800	500			During either player's turn, when a Trap Card is activated (except during the Damage Step): You can return this face-up card from the field to the hand.
Zero Gravity	BP02	ZeroGravity1	Normal Trap							Change the battle positions of all face-up monsters on the field.
Zoma the Spirit	BP02	ZomatheSpirit2	Continuous Trap							Special Summon this card in Defense Position as an Effect Monster (Zombie-Type/DARK/Level 4/ATK 1800/DEF 500). (This card is also still a Trap Card.) If this card is destroyed by battle: Inflict damage to your opponent equal to the ATK of the monster that destroyed it.
Zubaba Knight	BP02	ZubabaKnight1	Warrior/Effect	Earth	3	1600	900			At the start of the Damage Step, if this card attacks a face-up Defense Position monster: Destroy that monster.
Aquamirror Illusion	HA06	AquamirrorIllusion	Normal Trap							Special Summon 1 "Gishki" Ritual Monster from your hand. It cannot attack, and is returned to the hand during the End Phase.
Daigusto Falcos	HA06	DaigustoFalcos	Psychic/Synchro/Effect	Wind	4	1400	1200			1 Tuner + 1 or more non-Tuner "Gusto" monsters. When this card is Synchro Summoned: All "Gusto" monsters currently on the field gain 600 ATK.
Daigusto Phoenix	HA06	DaigustoPhoenix	Pyro/Xyz/Effect	Wind	*2	1500	1100			2 Level 2 monsters. Once per turn: You can detach 1 Xyz Material from this card to target 1 face-up WIND monster you control; this turn, it can attack twice during each Battle Phase.
Daigusto Sphreez	HA06	DaigustoSphreez	Psychic/Synchro/Effect	Wind	6	2000	1300			1 Tuner + 1 or more non-Tuner "Gusto" monsters. When this card is Synchro Summoned: You can target 1 "Gusto" card in your Graveyard; add that target to your hand. Your opponent takes any Battle Damage you would have taken from battles involving a face-up "Gusto" monster you control. This card cannot be destroyed by battle.
Dustflame Blast	HA06	DustflameBlast	Normal Trap							Banish all "Laval" monsters from your Graveyard; destroy any number of cards on the field, up to the number of monsters banished for this card's activation.
Evigishki Gustkraken	HA06	EvigishkiGustkraken	Aqua/Ritual/Effect	Water	6	2400	1000			You can Ritual Summon this card with any "Gishki" Ritual Spell Card. When this card is Ritual Summoned: Look at up to 2 random cards in your opponent's hand, then shuffle 1 of them into the Deck.
Evigishki Merrowgeist	HA06	EvigishkiMerrowgeist	Aqua/Xyz/Effect	Water	*4	2100	1600			2 Level 4 monsters. After damage calculation, if this card destroys an opponent's monster by battle: You can detach 1 Xyz Material from this card; shuffle the destroyed monster into the Deck instead of sending it to the Graveyard.
Evigishki Tetrogre	HA06	EvigishkiTetrogre	Aqua/Ritual/Effect	Water	6	2600	2100			You can Ritual Summon this card with any "Gishki" Ritual Spell Card. Once per turn: You can declare 1 card type (Monster, Spell or Trap); your opponent can discard 1 card to negate this card's effect, otherwise both players send 1 card of the declared type from their Main Deck to the Graveyard.
Forbidden Arts of the Gishki	HA06	ForbiddenArtsoftheGishki	Ritual Spell							This card can be used to Ritual Summon any "Gishki" Ritual Monster. You must also Tribute face-up monsters from anywhere on the field, whose total Levels equal the Level of the Ritual Monster you Ritual Summon. Halve the ATK of the monster Ritual Summoned by this effect. You cannot conduct your Battle Phase the turn you activate this card.
Gem-Knight Amber	HA06	GemKnightAmber	Thunder/Gemini	Earth	4	1600	1400			This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field, you can Normal Summon it to have it become an Effect Monster with this effect. *Once per turn: You can send 1 "Gem-Knight" card from your hand to the Graveyard to target 1 of your banished monsters; add that target to your hand.
Gem-Knight Amethyst	HA06	GemKnightAmethyst	Aqua/Fusion/Effect	Earth	7	1950	2450			1 "Gem-Knight" monster + 1 Aqua-Type monster. Must first be Fusion Summoned. When this card is sent from the field to the Graveyard: Return all Set Spell and Trap Cards on the field to the hand.
Gem-Knight Citrine	HA06	GemKnightCitrine	Pyro/Fusion/Effect	Earth	7	2200	1950			1 "Gem-Knight" Monster + 1 Pyro-Type Monster. Must first be Fusion Summoned. If this card attacks or is attacked, your opponent cannot activate cards or effects until the end of the Damage Step.
Gem-Knight Crystal	HA06	GemKnightCrystal	Rock	Earth	7	2450	1950			A Gem-Knight officer of high rank, who has optimized the use of the crystal powers. Despite his ability to overwhelm most opponents, he's wary of stretching himself too thin, and opts for solidarity with his comrades.
Gem-Knight Iolite	HA06	GemKnightIolite	Aqua/Gemini	Earth	4	1300	2000			This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field, you can Normal Summon it to have it become an Effect Monster with this effect. *Once per turn: You can banish 1 "Gem-" monster from your Graveyard to target 1 "Gem-Knight" card in your Graveyard; add that target to your hand.
Gem-Knight Obsidian	HA06	GemKnightObsidian	Rock/Effect	Earth	3	1500	1200			If this card is sent from the hand to your Graveyard: You can target 1 Level 4 or lower Normal Monster in your Graveyard; Special Summon that target.
Gem-Knight Prismaura	HA06	GemKnightPrismaura	Thunder/Fusion/Effect	Earth	7	2450	1400			1 "Gem-Knight" monster + 1 Thunder-Type monster. Must first be Fusion Summoned. Once per turn: You can send 1 "Gem-Knight" card from your hand to the Graveyard to target 1 face-up card on the field; destroy that target.
Gishki Emilia	HA06	GishkiEmilia	Spellcaster/Spirit	Water	4	1600	800			Cannot be Special Summoned. During the End Phase of the turn this card is Normal Summoned or flipped face-up: Return it to the hand. When this card is Normal Summoned or flipped face-up: Negate all Trap Card effects on the field, until the End Phase. You must control another face-up "Gishki" monster to activate and to resolve this effect.
Gishki Mollusk	HA06	GishkiMollusk	Sea Serpent/Effect	Water	4	1700	900			When this card is sent to the Graveyard by a card effect: Look at the top 3 cards of your Deck, then return them all to the top or to the bottom of the Deck, in any order.
Gishki Noellia	HA06	GishkiNoellia	Spellcaster/Effect	Water	4	1700	1000			When this card is Normal Summoned: You can reveal the top 5 cards of your Deck, send any revealed Ritual Spell Cards or "Gishki" Monster Cards to the Graveyard, then return the other cards to the bottom of your Deck in any order.
Gishki Reliever	HA06	GishkiReliever	Aqua/Effect	Water	2	500	800			When this card is Normal or Flip Summoned: You can target 1 other monster you control; return that target to the hand. You must control another face-up "Gishki" monster to activate and to resolve this effect.
Gishki Vision	HA06	GishkiVision	Aqua/Effect	Water	2	700	500			If you Ritual Summon a WATER Ritual Monster, this card can be used as the entire Tribute. You can discard this card; add 1 "Gishki" Ritual Monster from your Deck to your hand.
Gusto Falco	HA06	GustoFalco	Winged Beast/Tuner	Wind	2	600	1400			When this face-up card on the field is sent to the Graveyard, except by battle: You can Special Summon 1 "Gusto" monster from your Deck in face-down Defense Position.
Gusto Squirro	HA06	GustoSquirro	Thunder/Tuner	Wind	2	0	1800			When this card is destroyed by a card effect and sent to the Graveyard: You can Special Summon 1 Level 5 or higher "Gusto" monster from your Deck.
Infestation Ripples	HA06	InfestationRipples	Normal Trap							Pay 500 Life Points to target 1 Level 4 or lower "Steelswarm" monster in your Graveyard; Special Summon it from the Graveyard.
Infestation Tool	HA06	InfestationTool	Normal Trap							Send 1 "Steelswarm" monster from your Deck to the Graveyard to target 1 face-up "Steelswarm" monster you control; it gains 800 ATK until the End Phase.
Kamui, Hope of Gusto	HA06	KamuiHopeofGusto	Psychic/Effect	Wind	2	200	1000			FLIP: Special Summon 1 "Gusto" Tuner monster from your Deck.
Laval Blaster	HA06	LavalBlaster	Warrior/Effect	Fire	4	1200	800			When this card is Normal Summoned, if you have a "Laval" monster in your Graveyard other than "Laval Blaster": You can choose a number from 1 to 5, then send that many cards from the top of your Deck to the Graveyard; this card gains 200 ATK for each "Laval" monster sent to the Graveyard to activate this effect.
Laval Cannon	HA06	LavalCannon	Warrior/Effect	Fire	4	1600	900			When this card is Normal or Flip Summoned: You can target 1 of your banished "Laval" monsters; Special Summon that target.
Laval Coatl	HA06	LavalCoatl	Pyro/Tuner	Fire	2	1300	700			If you have 3 or more "Laval" monsters with different names in your Graveyard, you can Special Summon this card (from your hand).
Laval Lakeside Lady	HA06	LavalLakesideLady	Pyro/Tuner	Fire	3	200	200			If this card is in your Graveyard and you have 3 or more "Laval" monsters with different names in your Graveyard: You can banish this card and 1 other "Laval" monster from your Graveyard to target 1 Set card your opponent controls; destroy that target.
Laval Stennon	HA06	LavalStennon	Pyro/Synchro/Effect	Fire	7	2700	1800			1 Tuner + 1 or more non-Tuner FIRE monsters. When this card is Synchro Summoned: Send 1 card from your hand to the Graveyard. During either player's turn, when this card is targeted by a card effect: You can banish 1 "Laval" monster from your Graveyard; negate the activation, and if you do, destroy the targeting card.
Laval Volcano Handmaiden	HA06	LavalVolcanoHandmaiden	Pyro/Tuner	Fire	1	100	200			When this card is sent to the Graveyard, if you have a "Laval" monster in your Graveyard other than "Laval Volcano Handmaiden": You can send 1 "Laval" monster from your Deck to your Graveyard.
Lavalval Dragun	HA06	LavalvalDragun	Dragon/Synchro/Effect	Fire	6	2500	1200			1 Tuner + 1 or more non-Tuner FIRE monsters. Once per turn: You can add 1 "Laval" monster from your Deck to your hand, then send 1 "Laval" monster from your hand to the Graveyard.
Lavalval Ignis	HA06	LavalvalIgnis	Warrior/Xyz/Effect	Fire	*3	1800	1400			2 Level 3 monsters. If this card attacks or is attacked, during the Damage Step (in either player's turn): You can detach 1 Xyz Material from this card once per battle; this card gains 500 ATK until the End Phase.
Musto, Oracle of Gusto	HA06	MustoOracleofGusto	Psychic/Effect	Wind	4	1800	900			Once per turn: You can target 1 "Gusto" monster in your Graveyard and 1 face-up monster on the field; shuffle the first target into the Deck, and if you do, negate the second target's effects until the End Phase.
Particle Fusion	HA06	ParticleFusion	Normal Spell							Send, from your side of the field to the Graveyard, the Fusion Material Monsters that are listed on a "Gem-Knight" Fusion Monster Card, then Special Summon that Fusion Monster from your Extra Deck. (This Special Summon is treated as a Fusion Summon.) When you do: Banish this card from the Graveyard to target 1 "Gem-Knight" Fusion Material Monster used for the Fusion Summon; the Fusion Summoned monster gains that monster's ATK until the End Phase.
Pyroxene Fusion	HA06	PyroxeneFusion	Normal Trap							Send, from your hand or your side of the field to the Graveyard, the Fusion Material Monsters that are listed on a "Gem-Knight" Fusion Monster Card, then Special Summon that Fusion Monster from your Extra Deck. (This Special Summon is treated as a Fusion Summon.)
Reeze, Whirlwind of Gusto	HA06	ReezeWhirlwindofGusto	Psychic/Effect	Wind	5	1900	1400			Once per turn: You can return 1 card from your hand to the bottom of the Deck to target 1 monster your opponent controls and 1 face-up "Gusto" monster you control; switch control of both monsters.
Steelswarm Genome	HA06	SteelswarmGenome	Fiend/Effect	Dark	2	1000	0			This card can be treated as 2 Tributes for the Tribute Summon of a "Steelswarm" monster.
Steelswarm Hercules	HA06	SteelswarmHercules	Fiend/Effect	Dark	10	3200	0			Cannot be Special Summoned. Requires 3 "Steelswarm" Tributes to Normal Summon (cannot be Normal Set). Once per turn: You can pay half your Life Points; destroy all other cards on the field.
Steelswarm Longhorn	HA06	SteelswarmLonghorn	Fiend/Effect	Dark	9	3000	0			Once per turn, if this card was Tribute Summoned by Tributing a "Steelswarm" monster(s): You can pay 1000 Life Points to target 1 monster on the field; destroy that target.
Steelswarm Sentinel	HA06	SteelswarmSentinel	Fiend/Effect	Dark	3	1100	0			While this card is in face-up Attack Position, Special Summoned Level 5 or higher monsters on the field cannot activate their effects.
Steelswarm Sting	HA06	SteelswarmSting	Fiend/Effect	Dark	4	1850	0			When this card you control is sent to your Graveyard: Target 1 face-up Ritual, Fusion or Synchro Monster on the field; destroy that target.
Vylon Alpha	HA06	VylonAlpha	Machine/Synchro/Effect	Light	9	2200	1100			1 "Vylon" Tuner + 1 or more non-Tuner monsters. When this card is Synchro Summoned: You can target 1 Equip Spell Card in your Graveyard; equip that target to this card. While this card is equipped with an Equip Card, it cannot be destroyed by Spell/Trap effects, except for Equip Cards.
Vylon Component	HA06	VylonComponent	Equip Spell							Equip only to a "Vylon" monster. If it attacks a Defense Position monster, inflict piercing Battle Damage to your opponent. If this face-up card on the field is sent to the Graveyard: You can add 1 "Vylon" Spell Card from your Deck to your hand.
Vylon Disigma	HA06	VylonDisigma	Fairy/Xyz/Effect	Light	*4	2500	2100			3 Level 4 monsters. Once per turn: You can detach 1 Xyz Material from this card to target 1 face-up Attack Position Effect Monster your opponent controls; equip that target to this card. At the start of the Damage Step, if this card battles a monster whose Attribute is the same as a card equipped by this effect: Destroy that monster.
Vylon Element	HA06	VylonElement	Continuous Spell							When any face-up "Vylon" Equip Card(s) you control are destroyed (except during the Damage Step): You can Special Summon an equal or lower number of "Vylon" Tuner monsters from your Deck. They cannot be used as Synchro Material Monsters, except for the Synchro Summon of a "Vylon" Synchro Monster.
Vylon Hept	HA06	VylonHept	Fairy/Effect	Light	4	1800	800			Once per turn: You can target 1 "Vylon" Monster Card you control that is an Equip Card; Special Summon that target in face-up Defense Position. Banish it when it leaves the field.
Vylon Omega	HA06	VylonOmega	Fairy/Synchro/Effect	Light	10	3200	1900			2 Tuners + 1 non-Tuner "Vylon" monster. When this card is Synchro Summoned: Destroy all face-up monsters that were Normal Summoned/Set. Once per turn: You can target 1 "Vylon" monster in your Graveyard; equip that target to this card. During either player's turn, when a monster effect activates: You can send 1 Equip Card equipped to this card to the Graveyard; negate the activation, and if you do, destroy that monster.
Vylon Pentachloro	HA06	VylonPentachloro	Machine/Union	Light	4	500	400			Once per turn, you can either: Target 1 face-up "Vylon" monster you control; equip this card to that target, OR: Unequip this card and Special Summon it in face-up Attack Position. While equipped by this effect, if the equipped monster destroys an opponent's monster by battle: You can target 1 card your opponent controls; destroy that target. (A monster can only be equipped with 1 Union Monster at a time. If the equipped monster would be destroyed, destroy this card instead.)
Vylon Polytope	HA06	VylonPolytope	Quick-Play Spell							Target any number of "Vylon" Monster Cards you control that are Equip Cards; Special Summon them in face-up Defense Position. Banish them when they leave the field.
Vylon Segment	HA06	VylonSegment	Equip Spell							Equip only to a "Vylon" monster. It cannot be targeted by the opponent's monster effects or Trap effects. If this face-up card on the field is sent to the Graveyard: You can add 1 "Vylon" Spell Card from your Deck to your hand.
Vylon Sphere	HA06	VylonSphere	Machine/Tuner	Light	1	400	400			If this card is sent from the Monster Card Zone to the Graveyard: You can pay 500 Life Points to target 1 face-up monster you control; equip this card to that target. You can send this Equip Card to the Graveyard to target 1 Equip Spell Card in your Graveyard; equip that target to the monster this card was equipped to.
Vylon Stigma	HA06	VylonStigma	Fairy/Effect	Light	4	1600	1000			Once per turn, during either player's turn: You can target 1 face-up "Vylon" Equip Card you control and 1 appropriate face-up monster; equip the first target to the second target.
Vylon Tesseract	HA06	VylonTesseract	Machine/Union	Light	4	800	600			Once per turn, you can either: Target 1 face-up "Vylon" monster you control; equip this card to that target, OR: Unequip this card and Special Summon it in face-up Attack Position. While equipped by this effect, if the equipped monster destroys an opponent's monster by battle: You can target 1 Level 4 or lower "Vylon" monster in your Graveyard; Special Summon that target. (A monster can only be equipped with 1 Union Monster at a time. If the equipped monster would be destroyed, destroy this card instead.)
Whirlwind of Gusto	HA06	WhirlwindofGusto	Normal Trap							If you control no monsters: Target 2 "Gusto" monsters in your Graveyard; shuffle both targets into the Deck, then Special Summon 1 "Gusto" monster with 1000 or less DEF from your Deck.
Beast-Warrior Puma	HA07	BeastWarriorPuma	Beast-Warrior/Effect	Light	4	1600	1000			You can Tribute this card; add 1 "D.D. Esper Star Sparrow" from your Deck or Graveyard to your hand.
Constellar Acubens	HA07	ConstellarAcubens	Machine/Effect	Light	4	800	2000			When this card is Normal or Special Summoned: All "Constellar" monsters you currently control gain 500 ATK.
Constellar Aldebaran	HA07	ConstellarAldebaran	Beast-Warrior/Effect	Light	3	1300	800			When this card is Normal Summoned: You can Special Summon 1 Level 3 "Constellar" monster from your hand.
Constellar Algiedi	HA07	ConstellarAlgiedi	Spellcaster/Effect	Light	4	1600	1400			When this card is Normal Summoned: You can Special Summon 1 Level 4 "Constellar" monster from your hand.
Constellar Alrescha	HA07	ConstellarAlrescha	Warrior/Effect	Light	6	2200	1200			When this card is Normal Summoned: You can Special Summon 1 "Constellar" monster from your hand in face-up Defense Position.
Constellar Antares	HA07	ConstellarAntares	Machine/Effect	Light	6	2400	900			When this card is Normal or Special Summoned: You can target 1 "Constellar" monster in your Graveyard; add that target to your hand.
Constellar Hyades	HA07	ConstellarHyades	Beast-Warrior/Xyz/Effect	Light	*3	1900	1100			2 Level 3 LIGHT monsters. Once per turn: You can detach 1 Xyz Material from this card; change all monsters your opponent controls to face-up Defense Position.
Constellar Kaus	HA07	ConstellarKaus	Beast-Warrior/Effect	Light	4	1800	700			Cannot be used as a Synchro Material Monster. Up to twice per turn: You can target 1 "Constellar" monster on the field to activate 1 of these effects; *Increase its Level by 1. *Reduce its Level by 1.
Constellar Leonis	HA07	ConstellarLeonis	Beast/Effect	Light	3	1000	1800			During your Main Phase, you can Normal Summon 1 "Constellar" monster in addition to your Normal Summon/Set. (You can only gain this effect once per turn.)
Constellar Meteor	HA07	ConstellarMeteor	Normal Trap							During the turn this card is activated, if an opponent's monster battles a "Constellar" monster, and the opponent's monster is not destroyed, shuffle it into the Deck at the end of the Damage Step.
Constellar Pleiades	HA07	ConstellarPleiades	Warrior/Xyz/Effect	Light	*5	2500	1500			2 Level 5 LIGHT monsters. Once per turn, during either player's turn: You can detach 1 Xyz Material from this card to target 1 card on the field; return that target to the hand.
Constellar Pollux	HA07	ConstellarPollux	Warrior/Effect	Light	4	1700	600			During the turn this card was Normal Summoned, you can Normal Summon 1 "Constellar" monster in addition to your Normal Summon/Set. (You can only gain this effect once per turn.)
Constellar Praesepe	HA07	ConstellarPraesepe	Machine/Xyz/Effect	Light	*4	2400	800			2 Level 4 "Constellar" monsters. Once per turn, during the Damage Step of either player's turn, when a "Constellar" monster you control is attacking or being attacked: You can detach 1 Xyz Material from this card; that monster gains 1000 ATK, until the End Phase.
Constellar Ptolemy M7	HA07	ConstellarPtolemyM7	Machine/Xyz/Effect	Light	*6	2700	2000			2 Level 6 monsters. You can also Xyz Summon this card by using a "Constellar" Xyz Monster you control as the Xyz Material, other than "Constellar Ptolemy M7". (Xyz Materials attached to that monster also become Xyz Materials on this card.) If you do, its effect cannot be activated this turn. Once per turn: You can detach 1 Xyz Material from this card to target 1 monster on the field or in either player's Graveyard; return that target to the hand.
Constellar Rasalhague	HA07	ConstellarRasalhague	Spellcaster/Effect	Light	2	900	100			You can Tribute this card; Special Summon 1 "Constellar" monster from your hand or Graveyard in face-up Defense Position, except "Constellar Rasalhague".
Constellar Sheratan	HA07	ConstellarSheratan	Beast/Effect	Light	3	700	1900			When this card is Normal Summoned: You can add 1 "Constellar" monster from your Deck to your hand.
Constellar Siat	HA07	ConstellarSiat	Fairy/Effect	Light	1	100	1600			If your opponent controls a monster and you control no monsters, you can Special Summon this card (from your hand). Once per turn: You can target 1 "Constellar" monster you control or in your Graveyard; this card's Level becomes the current Level of that monster. This card cannot be used as an Xyz Material, except for the Xyz Summon of a "Constellar" monster.
Constellar Star Chart	HA07	ConstellarStarChart	Continuous Spell							Once per turn, when a "Constellar" Xyz Monster(s) is Special Summoned face-up to your side of the field: You can draw 1 card.
Constellar Star Cradle	HA07	ConstellarStarCradle	Normal Spell							Target 2 "Constellar" monsters in your Graveyard; add those targets to your hand. You cannot conduct your Battle Phase the turn you activate this card.
Constellar Virgo	HA07	ConstellarVirgo	Fairy/Effect	Light	5	2300	1600			When this card is Normal Summoned: You can Special Summon 1 Level 5 "Constellar" monster from your hand in face-up Defense Position.
Constellar Zubeneschamali	HA07	ConstellarZubeneschamali	Machine/Effect	Light	5	2100	1400			When this card is Normal or Special Summoned: You can add 1 "Constellar" monster from your Deck to your hand.
D.D. Esper Star Sparrow	HA07	DDEsperStarSparrow	Warrior/Effect	Light	10	3000	1500			There can only be 1 face-up "D.D. Esper Star Sparrow" on the field. Your opponent cannot target other monsters you control with effects or for attacks. When an opponent's monster declares a direct attack while this card is in your Graveyard: You can Special Summon this card from your Graveyard in face-up Defense Position. If you do, banish it when it leaves the field.
D.D. Jet Iron	HA07	DDJetIron	Machine/Effect	Light	10	4000	0			Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by sending 1 "D.D. Esper Star Sparrow", "Beast-Warrior Puma", "Phoenix Beast Gairuda", and "Ironhammer the Giant" from your hand and/or face-up from your side of the field to the Graveyard. You can Tribute this card to target 1 "D.D. Esper Star Sparrow", "Beast-Warrior Puma", "Phoenix Beast Gairuda" and "Ironhammer the Giant" in your Graveyard; Special Summon those targets.
Daigusto Emeral	HA07	DaigustoEmeral	Rock/Xyz/Effect	Wind	*4	1800	800			2 Level 4 monsters. Once per turn: You can detach 1 Xyz Material from this card to activate 1 of these effects. *Target 3 monsters in your Graveyard; shuffle all targets into the Deck, then draw 1 card. *Target 1 non-Effect Monster in your Graveyard; Special Summon that target.
Dust Storm of Gusto	HA07	DustStormofGusto	Normal Trap							Your opponent cannot activate cards or effects when a "Gusto" monster(s) you control declares an attack this turn.
Evigishki Levianima	HA07	EvigishkiLevianima	Aqua/Ritual/Effect	Water	8	2700	1500			You can Ritual Summon this card with any "Gishki" Ritual Spell Card. When this card declares an attack: Draw 1 card and reveal it. If the revealed card is a "Gishki" monster, look at 1 random card in your opponent's hand.
Evilswarm Azzathoth	HA07	EvilswarmAzzathoth	Reptile/Effect	Dark	4	750	1950			FLIP: Target 1 Special Summoned monster on the field; shuffle that target into the Deck.
Evilswarm Bahamut	HA07	EvilswarmBahamut	Dragon/Xyz/Effect	Dark	*4	2350	1350			2 Level 4 "lswarm" monsters. Once per turn: You can detach 1 Xyz Material from this card to target 1 face-up monster your opponent controls; discard 1 "lswarm" monster, and if you do, take control of that opponent's monster.
Evilswarm Castor	HA07	EvilswarmCastor	Warrior/Effect	Dark	4	1750	550			During the turn this card was Normal Summoned, you can Normal Summon 1 "lswarm" monster in addition to your Normal Summon/Set. (You can only gain this effect once per turn.)
Evilswarm Coppelia	HA07	EvilswarmCoppelia	Machine/Effect	Dark	6	2450	2050			Cannot be Special Summoned. When this card leaves the field because of your opponent's card (either by battle or by card effect): You can target 1 face-up monster your opponent controls; take control of that target until your next End Phase.
Evilswarm Golem	HA07	EvilswarmGolem	Rock/Effect	Dark	5	2150	1250			Once per turn: You can target 1 Level 5 or higher non-DARK monster on the field; destroy that target.
Evilswarm Heliotrope	HA07	EvilswarmHeliotrope	Rock	Dark	4	1950	650			.ytilaer a maerd rieht ekam thgim yeht taht os ydob a rof gninraey ,sluos mrawsleetS gniregnil fo sthguoht eht era esehT "!etanimretxE !etacidarE !etanimilE"
Evilswarm Hraesvelg	HA07	EvilswarmHraesvelg	Winged Beast/Effect	Dark	4	1150	1850			FLIP: Target 1 face-up card your opponent controls; return that target to the hand.
Evilswarm Ketos	HA07	EvilswarmKetos	Aqua/Effect	Dark	4	1750	1050			You can Tribute this card to target 1 Spell/Trap Card your opponent controls; destroy that target.
Evilswarm Mandragora	HA07	EvilswarmMandragora	Plant/Effect	Dark	4	1550	1450			If your opponent controls more monsters than you do, you can Special Summon this card (from your hand).
Evilswarm Nightmare	HA07	EvilswarmNightmare	Fiend/Xyz/Effect	Dark	*4	950	1950			2 Level 4 DARK monsters. When your opponent Special Summons a monster(s): You can detach 1 Xyz Material from this card; change that Special Summoned monster(s) to face-down Defense Position.
Evilswarm Obliviwisp	HA07	EvilswarmObliviwisp	Pyro/Effect	Dark	4	450	2050			After damage calculation, if this card battles a monster: Negate the effects of that monster (including in the Graveyard).
Evilswarm O'lantern	HA07	EvilswarmOlantern	Pyro/Effect	Dark	4	1650	1250			You can Tribute this card to target 1 face-up monster your opponent controls; destroy that target.
Evilswarm Ophion	HA07	EvilswarmOphion	Dragon/Xyz/Effect	Dark	*4	2550	1650			2 Level 4 "lswarm" monsters. While this card has Xyz Material, Level 5 or higher monsters cannot be Special Summoned. Once per turn: You can detach 1 Xyz Material from this card; add 1 "Infestation" Spell/Trap Card from your Deck to your hand.
Evilswarm Ouroboros	HA07	EvilswarmOuroboros	Dragon/Xyz/Effect	Dark	*4	2750	1950			3 Level 4 monsters. Once per turn: You can detach 1 Xyz Material from this card to activate 1 of these effects. Each effect can only be used once while this card is face-up on the field. *Target 1 card your opponent controls; return that target to the hand. *Send 1 random card from your opponent's hand to the Graveyard. *Target 1 card in your opponent's Graveyard; banish that target.
Evilswarm Salamandra	HA07	EvilswarmSalamandra	Dinosaur/Effect	Dark	4	1850	950			Up to twice per turn: You can banish 1 monster from your Graveyard; this card gains 300 ATK until your opponent's next End Phase.
Evilswarm Thanatos	HA07	EvilswarmThanatos	Fiend/Xyz/Effect	Dark	*4	2350	1350			2 Level 4 DARK monsters. Once per turn, during either player's turn: You can detach 1 Xyz Material from this card; this face-up card is unaffected by other monster effects this turn.
Evilswarm Thunderbird	HA07	EvilswarmThunderbird	Thunder/Effect	Dark	4	1650	1050			During either player's turn, when a card or effect is activated (except during the Damage Step): You can banish this card you control. During the next Standby Phase, return this card banished by this effect to the field, and if you do, it gains 300 ATK. You can only use the effect of "Evilswarm Thunderbird" once per turn.
Evilswarm Zahak	HA07	EvilswarmZahak	Dragon/Effect	Dark	4	1850	850			When this face-up card on the field is destroyed by your opponent's card (either by battle or by card effect) and sent to the Graveyard: Target 1 face-up Special Summoned Level 5 or higher monster on the field; destroy that target.
Fragment Fusion	HA07	FragmentFusion	Normal Trap							Banish from your Graveyard, the Fusion Material Monsters that are listed on a "Gem-Knight" Fusion Monster Card, then Special Summon that Fusion Monster from your Extra Deck. (This Special Summon is treated as a Fusion Summon.) Destroy it during the End Phase.
